statement,pronoun,snippet,options,answer,reason,model,type
The deputy watched the suspect because he was potentially dangerous.,he,he was potentially dangerous,"['The deputy', 'the suspect']",1,"Given the context, it is the suspect who is more likely to be potentially dangerous in the eyes of a deputy, hence âÃÃ²heâÃÃ´ refers to the suspect.",GPT4,Winograd
The deputy watched the suspect because he was keen on observing.,he,he was keen on observing,"['The deputy', 'the suspect']",0,"In this context, the deputy is the one observing the suspect, hence âÃÃ²heâÃÃ´ refers to the deputy who was keen on observing.",GPT4,Winograd
John gave Bob the money after he won the lottery.,he,he won the lottery,"['John', 'Bob']",0,The logical inference here is that John won the lottery and then had the means to give money to Bob. It is not common for someone to receive money after another person wins the lottery.,GPT4,Winograd
John gave Bob the money after he won the poker.,he,he won the poker,"['John', 'Bob']",1,The reasoning is that Bob won the poker game and this is why John gave him money. It is very common in poker games for money to be transferred between players as a result of the outcome of the game.,GPT4,Winograd
Sarah dropped her key near the entrance because it was too heavy.,it,it was too heavy,"['key', 'entrance']",0,"The reasoning here is that the key was too heavy to carry, which is why Sarah dropped it. It doesn't make sense to say an entrance is too heavy.",GPT4,Winograd
Sarah dropped her key near the entrance because it was too sharp.,it,it was too sharp,"['key', 'entrance']",1,"In this case, 'sharp' refers to the entrance, possibly meaning the entrance has a sharp turn or corner that made Sarah drop her keys. ItâÃÃ´s rare to drop keys because they are too sharp.",GPT4,Winograd
The soccer ball hit the window and it shattered.,it,it shattered,"['soccer ball', 'window']",1,"In reality, windows have the character to shatter, not soccer balls. When a soccer ball and a window interact in a violent way, it is more plausible that the window shatters. Thereby 'it' refers to the 'window'.",GPT4,Winograd
The soccer ball hit the window and it bounced back.,it,it bounced back,"['soccer ball', 'window']",0,"In reality, soccer balls have the character to bounce back, not windows. When a soccer ball and a window interact in a violent way, it is more plausible that the ball bounces back. Thereby 'it' refers to the 'soccer ball'.",GPT4,Winograd
Samantha lent her car to Mary but she forgot to fill the gas tank.,she,she forgot to fill the gas tank,"['Samantha', 'Mary']",0,"Typically, the responsibility to fill the gas tank is held by the owner of the vehicle before they lend it out to someone else. Thereby 'she' refers to 'Samantha'.",GPT4,Winograd
Samantha lent her car to Mary but she forgot to return it.,she,she forgot to return it,"['Samantha', 'Mary']",1,The person who borrows something typically has the responsibility to return it. Thereby 'she' refers to 'Mary'.,GPT4,Winograd
The cat chased the mouse but it was too slow.,it,it was too slow,"['cat', 'mouse']",0,"In the context of chasing, if the chaser is 'too slow', the chase will be unsuccessful. Therefore, 'it' refers to the 'cat'.",GPT4,Winograd
The cat chased the mouse but it was too fast.,it,it was too fast,"['cat', 'mouse']",1,"In the context of being chased, if the one being chased is 'too fast', it'll escape. Therefore, 'it' refers to the 'mouse'.",GPT4,Winograd
The cat chased the dog around the yard because it is very aggressive.,it,it is very aggressive,"['cat', 'dog']",0,"Given that aggressive animals are more likely to chase others, 'it' most likely refers to the cat, who initiated the chase",GPT4,Winograd
The cat chased the dog around the yard because it is very passive.,it,it is very passive,"['cat', 'dog']",1,Passive animals generally run away or do not engage in fights. Hence 'it' likely stands for the 'dog' that is being chased.,GPT4,Winograd
"Jane put a book in her bag, but it was too heavy.",it,it was too heavy,"['book', 'bag']",0,A book being too heavy would logically make it difficult to carry in a bag.,GPT4,Winograd
"Jane put a book in her bag, but it was too bulky.",it,it was too bulky,"['book', 'bag']",1,"In this case, the bag being too bulky likely refers to the bag being unable to adequately contain items, such as the book Jane is attempting to put in it.",GPT4,Winograd
The computer couldn't connect to the printer because it was out of range.,it,it was out of range,"['The computer', 'The printer']",0,"World knowledge tells us that a device that tries to connect to another device must be within a certain range. In this case, 'it' probably refers to the computer that is out of range from the printer.",GPT4,Winograd
The computer couldn't connect to the printer because it was out of paper.,it,it was out of paper,"['The computer', 'The printer']",1,"World knowledge tells us that printers use paper to print, and being 'out of paper' would be a problem associated with the printer. Therefore, 'it' in this sentence most likely refers to the printer.",GPT4,Winograd
"Upset, Sarah gave Emily her dessert, but she wouldn't take it because she favored chocolate.",she,she favored chocolate,"['Sarah', 'Emily']",0,"Sarah likely favors chocolate because she first had the dessert, so Sarah is the one who is favoring the chocolate - the dessert that she had initially.",GPT4,Winograd
"Upset, Sarah gave Emily her dessert, but she wouldn't take it because she hated chocolate.",she,she hated chocolate,"['Sarah', 'Emily']",1,"Emily likely hates chocolate because she refused to receive the dessert. If she liked chocolate, she would have accepted it. Therefore, Emily is the person who dislikes chocolate.",GPT4,Winograd
The teacher asked Mary to help her with the projector because it wouldn't start.,it,it wouldn't start,"['projector', 'script']",0,"In this context, only the projector has the capability of starting or not. Therefore, it makes sense that the teacher was referring to the projector when she said it.",GPT4,Winograd
The teacher asked Mary to help her with the projector because it wouldn't script.,it,it wouldn't script,"['projector', 'script']",1,"A script has elements of planning and organization which a projector does not possess. When a script won't 'script', it implies that it won't follow the desired sequence or plan. Therefore, the teacher is referring to the script.",GPT4,Winograd
The cat chased the mouse around the room because it was hungry.,it,it was hungry,"['cat', 'mouse']",0,It is probable that 'it' refers to the cat since it is the cat that would chase the mouse if it was hungry.,GPT4,Winograd
The cat chased the mouse around the room because it was afraid .,it,it was afraid ,"['cat', 'mouse']",1,"Given the context, it is more likely that the 'it' who 'was scared' is the mouse being chased by the cat. Hence, 'it' refers to the mouse.",GPT4,Winograd
John passed the salt to Tom because he asked for it.,he,he asked for it,"['John', 'Tom']",1,"Normally the person who asks for something is the person who receives it, so 'he' here is Tom who asked for the salt.",GPT4,Winograd
Tom passed the salt to John because he asked for it.,he,he asked for it,"['John', 'Tom']",0,"In this sentence, 'he' must be John who has called upon Tom perhaps for a conversation, meeting, or other interaction that makes use of 'him', not 'it'.",GPT4,Winograd
"The cat chased the mouse, but it couldn't catch it.",it,it couldn't catch it,"['The cat', 'The mouse']",0,"Considering that the cat is the one chasing, it is more likely that 'it' refers to the cat trying to catch the mouse.",GPT4,Winograd
"The cat chased the mouse, but it couldn't outrun it.",it,it couldn't outrun it,"['The cat', 'The mouse']",1,"If a creature is outrunning another, it is fleeing. As the mouse is being chased, it is logical to conclude that 'it' refers to the mouse trying to outrun the cat.",GPT4,Winograd
The chair didn't fit through the door frame because it was too wide.,it,it was too wide,"['chair', 'door frame']",0,"Based on universal knowledge, an item being too wide may cause it to not fit through a passage. Therefore, in this instance, the chair is likely what is too wide and what it is referring to.",GPT4,Winograd
The chair didn't fit through the door frame because it was too narrow.,it,it was too narrow,"['chair', 'door frame']",1,"Based on universal knowledge, a passage being too narrow may cause a larger item to not fit through it. Consequently, the door frame is likely what is too narrow and what it is referring to.",GPT4,Winograd
The cat chased its tail because it was too fast.,it,it was too fast,"['tail', 'cat']",0,"In the context of a chase, speed is typically associated with the pursued object. Therefore, in this case, the tail is the most likely reference for it.",GPT4,Winograd
The cat chased its tail because it was too bored.,it,it was too bored,"['tail', 'cat']",1,"Based on our common sense knowledge, we know that boredom prompts animals (or people) to engage in activities they wouldn't necessarily do otherwise. Hence, the cat is the most likely reference for it.",GPT4,Winograd
John didn't get along with his neighbor because he was always noisy.,he,he was always noisy,"['John', 'neighbor']",1,"If the neighbor is noisy, it makes sense that this might cause conflict or lack of rapport with John.",GPT4,Winograd
John didn't get along with his neighbor because he was always intolerant.,he,he was always intolerant,"['John', 'neighbor']",0,"If John is intolerant, it can lead him to having trouble getting along with his neighbor.",GPT4,Winograd
Laura gave Maria a book she had already read.,she,she had already read,"['Laura', 'Maria']",0,"In common interpersonal relations, the person who gives the book, in this case, Laura, is the person who has usually read the book. So, in this context, 'she' refers to Laura",GPT4,Winograd
Laura gave Maria a book she was excited to read.,she,she was excited to read,"['Laura', 'Maria']",1,"Usually, the person who is receiving a new book, Maria in this case, would be excited to read it. Therefore, 'she' refers to Maria",GPT4,Winograd
The man couldn't lift his son because he was too heavy.,he,he was too heavy,"['The man', 'his son']",1,"The weight of the son, not the man, would directly cause the man's inability to lift him. Therefore, 'he' most likely refers to the son",GPT4,Winograd
The man couldn't lift his son because he was too weak.,he,he was too weak,"['The man', 'his son']",0,"'Weakness' in this context is referring to the man's lack of physical strength to lift his son. Therefore, 'he' most likely refers to the man",GPT4,Winograd
"Daniel and Max tried to borrow some books from the library, but they were not available.",they,they were not available,"['Daniel and Max', 'books']",1," The availability status of the books is in question because Daniel and Max are the one trying to borrow them. ItâÃÃ´s less plausible to describe a person as not available in the context of borrowing books. Therefore, 'they' in this case refers to the books.",GPT4,Winograd
"Daniel and Max tried to borrow some books from the library, but they weren't professional.",they,they weren't professional,"['Daniel and Max', 'books']",0,"When judging the quality such as being professional, it's usually referred to a person not objects. Hence, 'they' in this context refers to Daniel and Max.",GPT4,Winograd
The chair fell on the cat because it was too heavy.,it, it is too heavy,"['chair', 'cat']",0,"If an object falls on another due to weight, the heavier object is most likely the one to fall. Therefore, 'it' in this case most likely refers to the chair being too heavy.",GPT4,Winograd
The chair fell on the cat because it was too light.,it, it is too light,"['chair', 'cat']",1,"It makes more sense for the chair to fall on the cat if the cat is too light and unable to hold the chair steady, rather than the chair being too light and falling. Therefore, 'it' likely refers to the cat.",GPT4,Winograd
Mike asked Bob to lend his car for the weekend because it was fast.,it,it was fast,"[""Mike's car"", ""Bob's car""]",1,"Mike would probably ask to borrow BobâÃÃ´s car if it were fast, not his own. Therefore, âÃÃ²itâÃÃ´ likely refers to BobâÃÃ´s car.",GPT4,Winograd
Mike asked Bob to lend his car for the weekend because it was occupied.,it,it was occupied,"[""Mike's car"", ""Bob's car""]",0," ItâÃÃ´s reasonable to assume that one would need to borrow a car if their own is unavailable or occupied. In this case, Mike's car is the one that's occupied. Therefore, âÃÃ²itâÃÃ´ likely refers to MikeâÃÃ´s car.",GPT4,Winograd
"Sam tried to lift the dog onto the bed, but he wasn't strong enough.",he,he wasn't strong enough,"['Sam', 'dog']",0,"Attempting to lift something and not being strong enough is logically connected to Sam. Therefore, 'he' refers to Sam.",GPT4,Winograd
"Sam tried to lift the dog onto the bed, but he wasn't light enough.",he,he wasn't light enough,"['Sam', 'dog']",1,"If an object is not light enough, it might be difficult to lift. Therefore, 'he' refers to the dog.",GPT4,Winograd
The cat chased the mouse because it was hungry.,it,it was hungry,"['cat', 'mouse']",0,"The predator chasing the prey usually happens when the predator is hungry. Therefore, 'it' refers to the cat.",GPT4,Winograd
The cat chased the mouse because it was quick.,it,it was quick,"['cat', 'mouse']",1,"A mouse being quick would lead to a chase. Therefore, 'it' refers to the mouse.",GPT4,Winograd
John shared his umbrella with Mary because it was rainy.,it,it was rainy,"['umbrella', 'weather']",1,"In this case, 'it was rainy' implies the weather condition, so 'it' refers to the weather.",GPT4,Winograd
John shared his umbrella with Mary because it was heavy.,it,it was heavy,"['umbrella', 'weather']",0,"With 'it was heavy', 'heavy' could either be the umbrella or the weather/be the rain. However, generally, we're more likely to associate 'heavy' with physical things than abstract things such as weather, so 'it' likely refers to the umbrella in this context.",GPT4,Winograd
"The cat chased the mouse into the hole, but it was too large to follow.",it,it was too large to follow,"['cat', 'mouse']",0,The cat being too large would prevent it from following the mouse into the hole,GPT4,Winograd
"The cat chased the mouse into the hole, but it was too scared .",it,it was too scared ,"['cat', 'mouse']",1,"Typically, it would be a mouse to feel scared",GPT4,Winograd
"Mark tried to convince Jason to invest in the project, but he was too scared.",he,he was too,"['Mark', 'Jason']",0,"In the context of trying to convince someone to take a risk (such as investing in a project), it is more probable that the person who is being convinced (i.e., Jason) would be the one too scared, thus âÃÃºheâÃÃ¹ in this case refers to Jason",GPT4,Winograd
"Mark tried to convince Jason to invest in the project, but he was too wealthy.",he,he was too wealthy,"['Mark', 'Jason']",1,"Being too wealthy here seems to better fit the individual who is trying to convince someone to invest in a project. The wealth of said individual could influence his ability to convince another. Thus, âÃÃºheâÃÃ¹ in this case probably refers to Mark",GPT4,Winograd
"The detective chased the thief into the alley, but he was too quick.",he,he was too quick,"['detective', 'thief']",1,"As per normal circumstances, when someone is being chased if they're quick, then they're likely to escape. Therefore, 'he' refers to the thief who was quick to escape.",GPT4,Winograd
"The detective chased the thief into the alley, but he was too slow.",he,he was too slow,"['detective', 'thief']",0,"Considering common sense, the slow speed would refer to the person doing the chasing - in this case, the detective.",GPT4,Winograd
"The waiter served the customer his order, but he did not have enough.",he,he did not have enough,"['waiter', 'customer']",1,"In the context of a restaurant, if someone does not have enough, it's likely that it's the customer who does not have enough money to cover his order.",GPT4,Winograd
"The waiter served the customer his order, but he did not have change.",he,he did not have change,"['waiter', 'customer']",0,"Generally at a restaurant, it is the waiter's or the establishment's responsibility to make change when a customer pays, so in this case 'he' refers to the waiter",GPT4,Winograd
The ball fell off the table because it was too high.,it,it was too high,"['ball', 'table']",1,"An object's height affects its stability. In this context, 'it' likely refers to the table. If the table was too high, it may have been unstable, causing the ball to fall off.",GPT4,Winograd
The ball fell off the table because it was too round.,it,it was too round,"['ball', 'table']",0,"Usually a round object cannot maintain stability on a flat surface e.g., a table. Thus, 'it' most likely refers to the ball, which was too round and thus, fell off the table.",GPT4,Winograd
John couldn't lift his brother because he was too weak.,he,he was too weak,"['John', 'brother']",0,"Somebody's weakness could make it harder for them to lift. Here, 'he' most likely refers John.",GPT4,Winograd
John couldn't lift his brother because he was too heavy.,he,he was too heavy,"['John', 'brother']",1,"Someone's weight can make them difficult to lift. Thus, 'he' is likely referring to John's brother who was too heavy to lift.",GPT4,Winograd
Samantha gave a cupcake to Linda because she was hungry.,she,she was hungry,"['Samantha', 'Linda']",1,"Based on everyday experiences, people usually give food to others because the others are hungry. Thus, 'she' likely refers to 'Linda'.",GPT4,Winograd
Samantha gave a cupcake to Linda because she wanted to share.,she,she wanted to share,"['Samantha', 'Linda']",0,"Usually, people share food when they have a desire to share. So, 'she' likely refers to 'Samantha'.",GPT4,Winograd
The dog chased the cat because it was angry.,it,it was angry,"['dog', 'cat']",0,"Normally, an animal chases another out of anger or aggression, suggesting 'it' refers to 'dog'.",GPT4,Winograd
The dog chased the cat because it was scared.,it,it was scared,"['dog', 'cat']",1,"Usually, an animal being chased is the one that's scared, making it likely that 'it' refers to 'cat'.",GPT4,Winograd
Peter lent the book to Mary because he had finished reading it.,he,he had finished reading it,"['Peter', 'Mary']",0,"If someone finishes reading a book, they can lend it to someone else. Thus, 'he' refers to 'Peter'.",GPT4,Winograd
Peter lent the book to Mary because he was eager to read it.,he,he was eager to read it,"['Peter', 'Mary']",1,"Normally, people borrow books because they wish to read them. Hence, 'he' most likely refers to 'Mary'.",GPT4,Winograd
David gave the book to Brian because he wanted to share the knowledge.,he,he wanted to share the knowledge,"['David', 'Brian']",0,"World knowledge tells us that sharing is an active action, typically associated with the person distributing a thing, not receiving it. Therefore, in this context, âÃÃºheâÃÃ¹ is likely to be David.",GPT4,Winograd
David gave the book to Brian because he wished to learn more.,he,he wished to learn more,"['David', 'Brian']",1,"World knowledge implies that the wish to learn more typically lies with a recipient of knowledge, not the giver. Thus, in this sentence, âÃÃºheâÃÃ¹ is likely to refer to Brian.",GPT4,Winograd
"Emily wanted to surprise Alice with her new dress, but she was worried it wouldn't fit.",she,she was worried it wouldn't fit,"['Emily', 'Alice']",0,"Given context and general knowledge about gifting clothes, 'she', the person who is worried, would be Emily, because she is the one choosing the gift.",GPT4,Winograd
"Emily wanted to surprise Alice with her new dress, but she didn't think it would fit.",she,she didn't think it would fit,"['Emily', 'Alice']",1,"Given the context and applying general world knowledge, this sentence implies that Alice is already aware of the new dress, and 'she', the person not thinking the dress would fit, would be Alice.",GPT4,Winograd
"Tom threw the ball to Jerry, but he missed the catch.",He,he missed the catch,"['Tom', 'Jerry']",1,"Though both Tom and Jerry could technically miss a catch in different contexts, within the given scenario it is more plausible that Jerry, who is intended to catch the ball, misses it.",GPT4,Winograd
"Tom threw the ball to Jerry, but he didn't throw it properly.",He,he didn't throw it properly,"['Tom', 'Jerry']",0,"The action of throwing is performed by Tom, and so 'he' in this case, the person who didn't throw the ball properly, would have to refer to Tom.",GPT4,Winograd
Michael tried to borrow money from Kevin but he didn't have enough cash.,he,he didn't have enough cash,"['Michael', 'Kevin']",1,In this context 'he' is referring to Kevin because borrowing money implies a need for the borroee (in this case Kevin) to have enough cash.,GPT4,Winograd
Michael tried to borrow money from Kevin but he didn't have enough courage.,he,he didn't have enough courage,"['Michael', 'Kevin']",0," The lacking 'courage' refers to 'Michael ' since it cryptically implies that Michael doesn't understand the process or concept of borrowing money, not the literal lack of courage of Kevin.",GPT4,Winograd
John gave his jacket to Mark because he was cold.,he,he was cold,"['John', 'Mark']",1,"John giving his jacket implies that the recipient, Mark, is the one who is cold. Therefore, 'he' pertains to Mark.",GPT4,Winograd
John gave his jacket to Mark because he was hot.,he,he was hot,"['John', 'Mark']",0,"If John is hot, it's plausible that he would remove his jacket. Therefore, 'he' pertains to John.",GPT4,Winograd
Amy can't find her mobile phone in her room because it is too messy.,it,it is too messy,"['mobile phone', 'room']",1,"If a room is messy, it becomes difficult to find things in it. Hence, 'it' refers to the room.",GPT4,Winograd
Amy can't find her mobile phone in her room because it is too small.,it,it is too small,"['mobile phone', 'room']",0,"A mobile phone being too small could make it hard to find. Therefore, 'it' refers to the mobile phone.",GPT4,Winograd
Anne failed to convince Sue to go on the trip because she was stubborn.,she,she was stubborn,"['Anne', 'Sue']",1,"If Sue is stubborn, she would resist being convinced. Thus, 'she' refers to Sue.",GPT4,Winograd
Anne failed to convince Sue to go on the trip because she was busy.,she,she was busy,"['Anne', 'Sue']",0,"If Anne were busy, she might not have had the time to fully try to convince Sue. Thus, 'she' refers to Anne.",GPT4,Winograd
Henry let John borrow his car but he was not on time for returning.,he,he was not on time for returning,"['Henry', 'John']",1,"In the context, it makes sense that 'he' is John, as he is the one who borrowed the car therefore he would be responsible for returning it.",GPT4,Winograd
Henry let John borrow his car but he was not on time for leaving.,he,he was not on time for leaving,"['Henry', 'John']",0,"It would not make sense for John to control Henry's leaving time. Therefore, 'he' is Henry.",GPT4,Winograd
"Sally wanted to invite Lily to the party, but she was not available.",she,she was not available,"['Sally', 'Lily']",1,"Based on common sense reasoning, since Lily is the one being potentially invited to the party, 'she' commonly would refer to Lily's availability, not Sally's.",GPT4,Winograd
"Sally wanted to invite Lily to the party, but she was not keen.",she,she was not keen,"['Sally', 'Lily']",0,"Here 'she' can logically refer to Sally, as Sally could not be keen on inviting Lily due to a variety of possible reasons.",GPT4,Winograd
"John asked Tom for help with his car, but he couldn't fix it.",he,he couldn't fix it,"['John', 'Tom']",1,"It is more likely that 'he' refers to Tom in this context, as Tom was the one who was asked for help. We could reasonably infer that Tom wasn't able to fix the car, not John.",GPT4,Winograd
"John asked Tom for help with his car, but he didn't manage.",he,he didn't manage,"['John', 'Tom']",0,"Here 'he' can logically refer to John, suggesting John didn't manage to get the needed help or to fix the car himself.",GPT4,Winograd
"Ron offered help to Peter with his project, but it was not needed.",it,it was not needed,"[""Ron's help"", ""Peter's project""]",0,"The 'it' in this context most likely refers to Ron's help, as the help not being needed implies the task could be completed without assistance.",GPT4,Winograd
"Ron offered help to Peter with his project, but it was not tough.",it,it was not tough,"[""Ron's help"", ""Peter's project""]",1,"Here 'it' can logically refer to Peter's project, meaning the project wasn't tough enough to require assistance.",GPT4,Winograd
"Samuel advised Jacob to invest in stocks, but he didn't have sufficient funds.",he,he didn't have sufficient,"['Samuel', 'Jacob']",1,"Jacob is the one who was advised to invest in stocks. If âÃÃ²fundsâÃÃ´ is the word used, it implies that he did not have enough money to invest, hence âÃÃºHeâÃÃ¹ refers to Jacob.",GPT4,Winograd
"Samuel advised Jacob to invest in stocks, but he didn't have sufficient knowledge.",he,he didn't have sufficient knowledge,"['Samuel', 'Jacob']",0,"If 'knowledge' is the word used, the statement implies that the adviser, in this case, Samuel lacks sufficient knowledge to give advice about investing in stocks. Thus, âÃÃºHeâÃÃ¹ refers to Samuel.",GPT4,Winograd
"Lucy passed the ball to Nikki, but she wasnâÃÃ´t quick enough to catch it.",she,she wasnâÃÃ´t quick enough,"['Lucy', 'Nikki']",1,"If âÃÃ²catchâÃÃ´ is the word used, this implies that Nikki was the one who was too slow to catch the ball that Lucy passed. Thus, âÃÃºSheâÃÃ¹ refers to Nikki.",GPT4,Winograd
"Lucy passed the ball to Nikki, but she wasnâÃÃ´t quick enough to retrieve it.",she,she wasnâÃÃ´t quick enough to retrieve it,"['Lucy', 'Nikki']",0,"If 'retrieve' is the word used, it implies that Lucy wasnâÃÃ´t quick enough to retrieve the ball after passing it to Nikki. Thus, âÃÃºSheâÃÃ¹ refers to Lucy.",GPT4,Winograd
"The dog chased the cat around the garden, but it was too slow.",it,it was too,"['the dog', 'the cat']",0,"If 'slow' is the word used, it indicates that the dog, which was doing the chasing, wasn't quick enough to catch the cat. Therefore, 'it' would refer to the dog.",GPT4,Winograd
"The dog chased the cat around the garden, but it was too frightened.",it,it was too frightened,"['the dog', 'the cat']",1,"If 'frightened' is the word used, it means the cat, being chased, was scared. Therefore, 'it' here would refer to the cat.",GPT4,Winograd
Sally and her dog jumped in the lake after the long hike. She was exhausted.,she,She was exhausted,"['Sally', 'the dog']",0,"Insinuated by 'the long hike,' it is more probable that Sally, a human, would feel 'exhausted' compared to her dog.",GPT4,Winograd
Sally and her dog jumped in the lake after the long hike. She was panting.,she,She was panting,"['Sally', 'the dog']",1,The act of 'panting' is generally associated with the dog after physical exertion more than it is with humans.,GPT4,Winograd
Mary and her daughter were at the park. She was pushing the swing.,she,She was pushing the swing,"['Mary', 'his daughter']",0,"Commonly, parents push swings for their kids. So 'she' likely refers to Mary in response to the subtle cultural cues.",GPT4,Winograd
Mary and his daughter were at the park. She was giggling on the swing.,she,She was giggling on the swing,"['Mary', 'his daughter']",1,Children commonly laugh during play. So 'she' likely refers to his daughter due to the nature of the activity.,GPT4,Winograd
"Jane offered her old textbooks to Amy, but she declined them.",she,she declined them,"['Jane', 'Amy']",1,"In this context, 'Amy' is the one who is supposed to accept or decline the offer, hence 'she' refers to Amy.",GPT4,Winograd
"Jane offered her old textbooks to Amy, but she regretted it.",she,she regretted it,"['Jane', 'Amy']",0,"Only 'Jane' could regret making the offer, so 'she' must refer to Jane.",GPT4,Winograd
"Robert saved money to buy a new laptop, but his boss didn't raise his salary so he couldn't afford it.",he,he couldn't afford it,"['Robert', 'boss']",0,"The act of 'affording' something would apply to the person trying to buy, which is 'Robert' in this scenario, making him the likely referent of 'he'.",GPT4,Winograd
"Robert saved money to buy a new laptop, but his boss didn't raise his salary so he couldn't give it.",he,he couldn't give it,"['Robert', 'boss']",1,"The responsibility of giving a salary raise lies with the employer in usual contexts, so 'he' would presumably refer to 'bossâÃÃ´ in this context.",GPT4,Winograd
The dog chased the cat around the yard until it got tired.,it,it got tired,"['dog', 'cat']",0,"Chasing is an activity that often results in fatigue, hence 'dog,' the chaser, is the most plausible referent for 'it.'",GPT4,Winograd
The dog chased the cat around the yard until it got hit.,it,it got hit,"['dog', 'cat']",1,"The animal being chased is the one that is more likely to get hit running around a yard, so âÃÃ²itâÃÃ´ would presumably refer to 'catâÃÃ´ in this context.",GPT4,Winograd
"Carol tried to teach Dakota how to drive, but she just didn't have the patience.",she,she just didn't have the patience,"['Carol', 'Dakota']",0,"The patience required in this context is on the part of the person teaching, since teaching requires patience. Therefore, in this case 'she' must refer to Carol.",GPT4,Winograd
"Carol tried to teach Dakota how to drive, but she just didn't have the skills.",she,she just didn't have the skills,"['Carol', 'Dakota']",1,"The person learning to drive is the one needing the driving skills. So, in this example, 'she' refers to Dakota, the learner.",GPT4,Winograd
The cat chased the mouse because it was very hungry.,it,it was very hungry,"['cat', 'mouse']",0,"It is more common for a cat to chase a mouse when the cat is hungry, which leads us to infer that 'it' refers to the cat in this case",GPT4,Winograd
The cat chased the mouse because it was very fast.,it,it was very fast,"['cat', 'mouse']",1,"A fast mouse would elude a cat and would instigate a chase. Therefore, 'it' in this case refers to the mouse",GPT4,Winograd
The dog chased the cat around the garden because it was very excited.,it,it was very excited,"['dog', 'cat']",0,"Given the context, excitement is generally the driving emotion for chasing, which points to the dog being 'excited'.",GPT4,Winograd
The dog chased the cat around the garden because it was very scared.,it,it was very scared,"['dog', 'cat']",1,"In this situation, the scared one is typically the entity being chased, which is the cat. Therefore, âÃÃ²scaredâÃÃ´ likely refers to the cat.",GPT4,Winograd
The cat chased the mouse around the room because it was fast.,it,it was fast,"['cat', 'mouse']",0,This is describing the cat's ability to chase the mouse. Hence 'it' refers to the cat.,GPT4,Winograd
The cat chased the mouse around the room because it was quicker.,it,it was quicker,"['cat', 'mouse']",1,"In this scenario, the mouse's speed (being quicker) is the cause for the chase around the room. So, the pronoun 'it' refers to the mouse.",GPT4,Winograd
"Sarah remembered when Lily broke the glass, but she didnâÃÃ´t cry.",she,she didnâÃÃ´t cry,"['Sarah', 'Lily']",1,"When considering who might cry after breaking glass, it is more plausible for it to be the person that caused the accident - Lily.",GPT4,Winograd
"Sarah remembered when Lily broke the glass, but she didnâÃÃ´t blame.",she,she didnâÃÃ´t blame,"['Sarah', 'Lily']",0," 'Blame' here would most likely refer to Sarah, who did not assign blame to Lily for the accident.",GPT4,Winograd
"Tom ran past Alan in the race, but he was too tired.",he,he was too tired,"['Tom', 'Alan']",0,"Based on common sense and our understanding of physical exertion, it is most plausible that the person running past another, presumably exerting more energy, is more likely to be tired. Therefore, âÃÃºheâÃÃ¹ is likely to refer to Tom.",GPT4,Winograd
"Tom ran past Alan in the race, but he was too outpaced.",he,he was too outpaced,"['Tom', 'Alan']",1,"In a race, the person who is outpaced is the one who is overtaken, hence the second âÃÃºheâÃÃ¹ must refer to Alan who is likely to have been outpaced.",GPT4,Winograd
Emily dropped the bowl and the spoon because they were too hot.,they,they were too hot,"['bowl', 'spoon']",0,"It's more plausible that a bowl containing hot food could be the reason for being dropped due to its temperature, while a spoon, typically made of metal or plastic, would not heat up to the same level. Thus, it is plausible to interpret that 'they' refers to the 'bowl'.",GPT4,Winograd
Emily dropped the bowl and the spoon because they were too cold.,they,they were too cold,"['bowl', 'spoon']",1,"A metal or plastic spoon when left in cold conditions might become excessively cold and uncomfortable to handle, leading to Emily dropping it. Therefore, 'they' refers to the 'spoon'",GPT4,Winograd
"James played catch with his dog using the ball, but it was too worn.",it,it was too worn,"['dog', 'ball']",1,The phrase 'too worn' logically refers to the 'ball' as commonly objects like balls wear out with use while 'dog' being a living entity doesn't correlate with the characteristic of being 'worn'.,GPT4,Winograd
"James played catch with his dog using the ball, but it was too fast.",it,it was too fast,"['dog', 'ball']",0,"The phrase 'too fast' logically refers to the 'dog' as it is more plausible for a dog to be too fast to catch rather than a ball being thrown too fast in a game of catch, which relies on the individual's ability to control the throw.",GPT4,Winograd
Mike was teaching his son how to swim but he got tired.,he,he got tired,"['Mike', 'his son']",0,"The person who is teaching can get physically tired, therefore 'he' in this context refers back to Mike.",GPT4,Winograd
Mike was teaching his son how to swim but he got drowned.,he,he got drowned,"['Mike', 'his son']",1,"Given the context, 'drowned' would more likely refer to his son, who is learning how to swim and might face difficulty.",GPT4,Winograd
Maria told Linda about her secret plans but she couldn't believe them.,she,she couldn't believe,"['Maria', 'Linda']",1,"Linda is the one being informed of secret plans. Also, she is the one who would be expected to take a stance (disbelief, in this case) on the plans, as they are shared by Maria. Therefore, 'she' probably refers to Linda.",GPT4,Winograd
Maria told Linda about her secret plans but she did not execute them.,she,she did not execute,"['Maria', 'Linda']",0,"Maria is the one who has the secret plans and she would be the one expected to execute them, therefore the 'she' in this context more likely refers to Maria.",GPT4,Winograd
The cat chased the mouse out of the house because it was too scared.,it,it was too scared,"['cat', 'mouse']",1,"Mice are generally known to be scared of cats. In a scenario where a mouse is chased out of a house by a cat, it is more plausible that the mouse was scared.",GPT4,Winograd
